1.01754	0	0.440279
1.43157	10184	114.62
1.92557	20368	161.879
1.98219	21440	83.0802
2.02939	22512	199.322
2.28434	24356	55.3506
2.36456	22984	175.92
2.43536	22427	132.881
2.52075	19983	165.261
2.60571	19425	110.734
2.68591	15909	175.969
2.83695	12864	155.72
2.96437	9648	184.592
3.03989	11256	186.864
3.10125	11792	153.325
3.17677	12328	186.864
3.20823	12864	448.527
3.70053	536	143.326
4.3235	6432	196.324
4.8663	6968	112.66
5.39022	7504	179.569
5.74422	8040	199.322
6.13598	8576	180.11
6.5891	9112	176.483
7.0611	9648	169.424
7.5803	10184	163.082
8.1467	10720	166.102
8.27421	10720	73.7822
8.30253	10184	166.102
8.33557	9555	427.119
8.40637	9264	132.881
8.48661	8973	175.872
8.53381	8390	199.322
8.58101	8099	298.983
8.65181	7225	132.881
8.70373	6642	90.6009
8.83589	5360	177.966
9.2795	4824	137.851
9.74678	6164	120.801
10.2424	6700	123.39
10.8277	7236	104.483
11.4035	7772	147.041
11.9557	8308	144.807
12.4561	8844	150.432
13.0272	9380	164.729
13.5841	9916	160.471
14.1364	10452	170.361
14.8067	10988	175.441
14.8586	10184	181.202
14.8681	9648	498.305
14.9436	8753	124.576
15.0144	7894	199.322
15.0852	7322	199.322
15.1371	6749	271.803
15.2126	6177	124.576
15.3683	5360	120.856
15.8545	7102	145.137
16.4445	7638	127.566
16.9542	8174	110.734
17.5017	8710	137.463
18.0162	9246	146.291
18.4505	9782	119.16
18.913	10318	91.5254
19.4086	10854	104.407
20.0458	11390	95.9699
20.65	11926	132.362
20.9144	12462	124.543
20.9852	10932	132.749
21.0466	10359	153.325
21.1552	8102	86.6618
21.1976	7815	221.469
21.2637	7242	142.373
21.4336	5896	138.475
21.4766	6231	218.719
21.5279	5896	183.336
21.9244	7303	154.237
22.42	7839	161.356
22.9911	8375	156.493
23.5528	8911	159.123
24.0437	9447	182.073
24.6337	9983	183.376
25.2425	10519	162.239
25.7853	11055	147.325
26.2762	11591	124.576
26.8568	12127	105.333
27.5979	12663	114.25
27.6216	11792	397.458
27.6735	10944	90.6009
27.7443	9843	199.322
27.8152	8994	132.742
27.8954	7610	117.248
28.0888	5896	24.3169
28.2351	6331	96.4926
28.3105	5896	124.693
28.7967	7403	106.434
29.297	7939	94.0198
29.8493	8475	102.216
30.3449	9011	113.898
30.8216	9547	128.277
31.3077	10083	145.137
31.8317	10619	161.612
32.4217	11155	143.512
32.9645	11691	95.3279
33.4506	12227	106.434
34.0785	12763	112.387
34.1398	11792	229.987
34.2012	10950	76.6623
34.2625	10108	76.6623
34.3333	9546	132.881
34.4561	7862	76.6623
34.5269	7300	132.881
34.5929	6381	71.1864
34.6778	5896	166.239
35.1734	7989	123.39
35.6501	8525	148.011
36.1882	9061	148.617
36.7546	9597	141.186
37.3257	10133	148.256
37.8072	10669	127.019
38.2981	11205	105.411
38.855	11741	109.796
39.4593	12277	101.206
39.5301	11256	132.881
39.5914	10416	76.6623
39.6292	9855	373.729
39.6858	9014	166.102
39.7708	8174	166.102
39.84	7613	135.987
40.0917	5896	56.0653
40.6061	7746	155.435
40.762	8282	150.933
41.1094	4096	135.391
41.2253	3904	203.02
