1.01754	0	0.440279
1.43157	8040	114.62
1.89267	12328	142.824
2.02939	14472	68.8122
2.15683	15544	110.732
2.21354	13936	248.826
2.29848	12864	110.766
2.38344	11792	276.836
2.44473	10184	230.257
2.549	8576	90.2256
2.62924	7504	175.872
2.71423	5948	110.695
2.78503	4946	199.322
2.86527	2905	175.872
2.93135	1902	142.373
3.45982	1072	53.4069
3.65806	536	71.1864
3.85151	1072	48.6328
4.05619	1340	22.9827
4.26387	1554	67.9507
4.47627	1738	44.2938
4.49815	1903	429.903
4.73887	2053	97.7069
4.94354	2192	45.9671
4.99374	2323	187.395
5.19948	2446	45.728
5.25334	2563	174.669
5.45802	2675	45.9653
5.53654	2782	239.621
5.74153	2885	45.8962
5.84334	3080	184.804
6.0699	3173	41.5254
6.15014	3263	293.121
6.35482	3351	45.9653
6.48054	3519	149.661
6.66934	3600	49.8305
6.7307	3679	76.6623
6.8251	3757	249.153
7.03278	3833	45.3005
7.17438	3980	199.322
7.37906	4052	45.9653
7.55198	4259	190.419
7.7691	4326	43.3309
7.92486	4457	181.202
8.15142	4584	41.5254
8.23166	4646	58.6241
8.32606	4707	298.983
8.57622	4828	56.4119
8.73198	4945	181.202
8.9461	5060	87.8776
9.17094	5227	125.527
9.44942	5335	84.4585
9.61462	5441	170.847
9.82874	5545	87.8776
9.97334	5647	32.5302
10.0772	5697	271.803
10.2914	5796	87.8435
10.535	5942	135.15
10.7494	6037	87.7698
10.856	6084	44.1354
11.0259	6223	138.418
11.0401	6269	332.203
11.3421	6314	77.8602
11.5121	6448	138.418
11.5309	6492	498.305
11.7359	6536	91.8234
11.8141	6579	120.176
11.9888	6708	107.742
12.0077	6750	498.305
12.2106	6792	92.7079
12.2909	6834	117.248
12.4702	6958	104.906
12.4938	6999	597.966
12.7015	7040	90.6009
12.7817	7080	117.248
12.9611	7200	78.6797
12.9894	7239	498.305
13.1877	7278	142.373
13.2679	7317	117.248
13.4473	7433	52.4532
13.4803	7471	569.492
13.6833	7509	162.239
13.7493	7547	142.373
13.9145	7659	56.9492
13.9476	7696	569.492
14.1505	7770	139.062
14.2166	7806	142.373
14.3771	7914	58.6241
14.4196	7950	442.938
14.632	8021	132.881
14.7075	8056	186.864
14.868	8161	58.6241
14.9057	8196	498.305
15.1276	8265	127.227
15.1937	8299	284.746
15.3541	8401	58.6241
15.3966	8435	332.203
15.6137	8502	151.658
15.694	8535	175.872
15.7459	8568	181.202
15.845	8634	94.9153
15.8828	8667	249.153
16.0969	8733	175.755
16.1943	8797	96.5874
16.2745	8829	117.248
16.3359	8893	153.325
16.3784	8925	221.469
16.5861	8989	181.202
16.6852	9051	94.9153
16.7654	9082	117.248
16.8551	9113	104.906
16.9117	9175	83.0508
16.9589	9206	298.983
17.0769	9237	239.186
17.1383	9268	76.6623
17.1761	9298	249.153
17.2563	9328	117.248
17.3413	9358	110.734
17.3932	9388	90.6009
17.4498	9418	249.153
17.5065	9448	166.102
17.5678	9478	229.987
17.6245	9508	166.102
17.6811	9538	249.153
17.7613	9568	117.248
17.8274	9598	142.373
17.969	9656	99.661
18.0445	9685	186.864
18.1106	9714	142.373
18.1767	9772	213.559
18.2522	9801	124.576
18.3325	9830	175.872
18.4174	9859	110.734
18.5024	9917	166.102
18.5732	9945	132.881
18.6109	9973	124.576
18.6676	10001	166.102
18.7573	10057	157.36
18.8281	10085	132.881
18.9225	10113	249.153
19.0641	10197	99.661
19.1915	10225	184.557
19.2719	10281	117.054
19.3425	10308	199.697
19.4086	10335	213.559
19.4794	10362	132.881
19.5455	10416	213.559
19.5927	10443	199.322
19.6824	10470	262.266
19.7579	10524	124.576
19.824	10551	142.373
19.8901	10578	284.746
